"num_a","cost","call_min","data_mb","accum"
171195,239.4978,1321.8333333319,97.7163991932,16892
171637,50,103.6833333334,0,7950
171902,0,2.3666666666,0,0
172162,429.4936,367.683333333,5293.6273183792,80568
172183,107.4992,5482.2666666712,2057.2909822444,10175
172519,151.9001,95.3666666664,0,22924
173004,36.9924,517.199999999,797.1348934195,125695
173029,0,1232.283333333,0,15312
173288,349.9989,129.1833333334,0,462
173366,119.9989,814.4166666656,1031.5217800204,25216
173437,250.4905,483.6333333332,58.3465557096,8132
173574,189.496,414.1166666667,863.4864530559,43684
173781,1.8588,837.6666666653,0,1102
173953,0,253.6333333332,0,7098
173986,0,5.0166666667,0,0
174055,0,520.0999999998,0,0
300179,500,882.2833333327,1066.1063137094,6757
316821,276.7001,1838.6833333321,940.0773448932,30353
325089,6.4999,391.9333333335,132.03125,77354
351667,242.0017,396.7666666666,979.1696138381,99340
359807,50.2596,572.983333333,0,4520
367718,2,774.6666666657,0,880
422661,274.9999,439.7666666663,186.8346576697,26502
500707,199.999,3728.4000000016,792.2832355499,89015
512986,72,474.3166666669,707.3122091288,125670
633842,60,488.1333333337,1257.587516785,109348
1599261,47.9994,91.1666666666,0,3204
1600789,1104.9978,963.7500000008,515.3179569243,6202
1600869,276.6625,142.1499999999,331.4930686922,15960
1600988,179,496.1000000008,0,0
1601991,0,1177.0833333363,0,0
1602104,78.1939,1861.7666666664,0,0
1602108,82.5089,855.2333333335,0,6356
1605654,37.9999,951.3499999997,526.7621936759,40115
1605752,13.9923,337.2000000003,0.0635604859,8383
1605757,469.9988,816.5666666667,3.05176e-05,461
1606208,710,345.4666666663,0,12558
1606251,279.9674,1450.4500000013,348.5869665155,8404
1606387,73.9933,2347.833333334,16.534310341,5355
1606507,142.9989,1058.4999999994,1450.1413478847,50949
1606571,21.8764,704.166666667,0,41318
1607539,0,1604.6999999988,0.000576973,432
1610169,3,633.9833333334,0,5928
1622639,22.0001,538.2166666671,0,16044
1624720,3,51.9833333332,0,825
1624783,91.767,269.4833333339,11.5732526779,30735
1624787,132.45,1462.8166666679,0,123120
1626226,0,3.45,0,0
1626301,17.9626,1544.4166666676,0,163416
1653806,8.43,967.716666667,285.563676834,0
1653972,84.9999,13,0,0
1654029,100.494,1868.7999999987,0,0
1654043,19.9999,708.2666666673,0.0042953491,461
1654208,0,598.7333333339,14.4873180388,0
1654288,13.2159,601.9333333335,1.0724859237,32515
1654728,12,358.7666666679,0,3180
1654835,36.5626,35.2666666666,0,0
1654840,97,239.2833333332,0,9746
1655319,129.4933,399.1666666668,267.5498609554,3976
1655696,0,1898.7166666666,0,2472
1655709,73.5513,282.7333333334,0,4158
1655710,0,1466.7166666658,118.4020414356,6328
1656133,930,2693.7333333314,0,5018
1656159,133.5,5377.9333333347,0,664457
1656174,10,617.7833333321,0,2730
1657423,56.0001,73.783333334,0,0
1657988,96.3001,1523.7166666682,0,128820
1658217,0,0,0,0
1658500,1.0625,1880.3499999983,0,122550
1658749,291.9993,217.7166666674,9.1018400192,7891
1658991,0,14.0166666668,0,0
1659099,0,50.4500000002,0,0
1660056,9.29,29.6333333334,0,0
1660262,90.4989,1232.4499999995,0,0
1660287,2877.999,2029.3166666663,803.0035142899,153436
1661682,0,1162.0833333338,0.0106496811,7118
1662632,0,951.8499999995,0,0
1662636,57.1496,408.3333333348,0,0
1663710,0,80.75,0,0
1664061,43,296.1499999998,0,6816
1664346,97,161.5000000003,0,10025
1665364,86.4989,923.8166666669,75.7505855564,0
1665425,101.9988,433.8666666661,0,3215
1665527,109.9989,973.9666666661,1890.8773260085,23760
1667000,34.9999,92.0166666667,0,1848
1667298,69.9999,736.8333333333,156.6654243466,20558
1667478,38.5,244.4166666675,0,9010
