hash_number_A,cost,cost_refill,expense,income_minutes,outcome_minutes,income_ratio,voda_minutes,nonvoda_minutes,voda_ratio,nonvoda_sms,voda_sms,inet_mb
148752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149342,0.0,0.0,0.0,215.866666666,456.0,0.3212939075206601,665.5833333326,6.2833333334,0.9906479460209273,0.0,12.0,0.04296875
149749,177.903,91.0,86.90299999999999,1379.5500000005989,705.0,0.6617975102541089,2037.9500000005955,46.60000000000001,0.9776450552877184,1.0,38.0,0.0
149854,53.31760000000001,20.0,33.31760000000001,327.53333333410006,2128.0,0.1333858224964018,2454.5333333340996,1.0,0.999592756495534,0.0,56.0,56.48081111950001
149996,282.72319999999996,136.74,145.98319999999995,504.68333333170034,861.2833333333,0.3694697283967271,1289.9166666648994,33.5500000001,0.9746499093289274,1.0,127.0,0.0263671875
150964,112.5099,80.01,32.4999,1290.2166666659007,180.0,0.8775690657838909,1291.7333333329004,178.06666666630002,0.8788497301221956,0.0,10.0,0.0
151137,35.9999,15.0,20.999899999999997,62.53333333370001,15.0,0.8065348237326433,53.80000000020001,23.733333333500003,0.6938950988814991,0.0,1.0,0.0
151380,405.7338,205.75,199.98379999999997,2776.0000000003006,3523.0,0.4407048737895171,5874.583333334103,378.3333333328002,0.9394949023789774,50.0,446.0,6562.628231073207
151558,396.53959999999995,213.15,183.38959999999994,846.7999999995993,1070.0,0.4417779632720035,1844.6833333328009,60.11666666690001,0.9684393812122483,4.0,174.0,0.0
152198,80.94,32.94,48.0,187.58333333249996,102.0,0.6477697841716483,272.93333333249984,16.65,0.9425035971221367,0.0,9.0,0.0
152227,174.03960000000004,99.03,75.00960000000003,215.29999999969985,164.0,0.5676245715788828,337.21666666630017,39.816666666699994,0.8943948368842671,2.0,4.0,0.15946865089999998
152269,270.99609999999996,138.5,132.49609999999996,180.41666666670002,575.0,0.23883066740212958,740.5499999999998,13.8333333333,0.9816627267304855,2.0,74.0,15402.684224160892
152437,0.0,0.0,0.0,0.6166666667,0.0,1.0,0.6166666667,0.0,1.0,6.0,0.0,0.0
152459,127.00880000000001,78.0,49.00880000000001,1964.1666666670994,3297.0,0.3733329109513615,5153.000000000299,108.16666666679998,0.9794405550099552,1.0,29.0,0.0029354095
152529,336.1005,190.5,145.6005,441.7000000003998,377.0,0.5395138634422671,763.1666666671001,30.3,0.9618131406486514,1.0,32.0,129.62488937369994
152621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
152754,137.498,47.5,89.99799999999999,105.08333333280001,170.0,0.38200545289186455,274.0833333328,0.0,1.0,0.0,5.0,0.0
152932,181.9814999999998,0.0,181.9814999999998,854.8000000006002,754.0,0.5313276976630291,1599.7500000005994,8.9,0.9944674105616531,0.0,73.0,663.1003580115006
153093,175.60619999999994,90.11,85.49619999999994,1541.6333333309,617.0,0.7141710032579122,2119.1999999980003,38.3499999995,0.9822252091494776,4.0,48.0,89.81882381439999
153166,318.96549999999996,139.0,179.96549999999996,898.5500000008,3791.4666666666003,0.1915878053028936,4373.916666667703,52.983333333299996,0.9880315043634851,8.0,143.0,448.5409669882002
153200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153501,114.0,58.0,56.0,268.9166666676,1377.0,0.16338413244946431,1595.5666666676004,50.35,0.9694091438408355,12.0,46.0,0.0
153597,15.9947,0.0,15.9947,2.5,194.0,0.01272264631043257,115.2666666666,81.2333333334,0.5865988125526718,7.0,16.0,12006.263617503497
153893,310.48819999999995,167.0,143.48819999999995,812.7333333323992,1148.0,0.4145047771239263,1655.3499999990017,304.3833333334001,0.8446812491494363,10.0,156.0,0.0
153997,196.07819999999998,100.0,96.07819999999998,727.8166666662997,1993.6166666667,0.2674387271412328,2615.1333333327993,102.88333333349999,0.9621476444220305,3.0,67.0,0.0
154081,26.498,0.0,26.498,154.18333333309997,24.0,0.8653072677951654,166.56666666639995,5.6166666667000005,0.9673797309067411,0.0,7.0,0.0
154083,119.99969999999999,60.0,59.99969999999999,367.3166666676999,742.0,0.33111975841045493,1095.1000000007007,4.0,0.9963606587207738,0.0,7.0,0.0
154194,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,262.24212932520004
154249,24.0,20.0,4.0,1241.3000000018992,156.0,0.8883561153654992,1386.3333333351995,5.2666666666,0.9962153875635289,0.0,4.0,0.0
154270,97.96889999999999,52.97,44.99889999999999,0.38333333329999997,1.0,0.27710843371752064,1.3833333333,0.0,1.0,0.0,1.0,0.0
154682,0.0,0.0,0.0,4.2666666666,0.0,1.0,4.2666666666,0.0,1.0,0.0,0.0,0.0087890625
154896,0.0,0.0,0.0,114.41666666710002,22.0,0.8387293830182277,13.2166666666,12.0,0.5241242564428926,0.0,0.0,0.0
155298,0.0,0.0,0.0,0.3166666667,2.0,0.1366906474944361,2.3166666667,0.0,1.0,0.0,0.0,106.756432533
155600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00390625
155680,0.0,0.0,0.0,0.6666666667,17.0,0.03773584905841937,17.6666666667,0.0,1.0,0.0,0.0,0.0
155977,851.9936,458.0,393.9936,2248.300000000303,2054.0,0.5225809450759232,3761.1833333334966,495.0166666666997,0.8836951584355348,11.0,85.0,22570.560705203065
155996,197.43949999999998,102.47,94.96949999999998,80.4166666667,121.0,0.3992552751345636,199.96666666670004,0.0,1.0,5.0,66.0,338.8954515442
156082,5.6308,0.0,5.6308,563.0500000005999,389.0,0.5914080142852215,903.6666666677995,48.3833333328,0.9491798399949902,4.0,8.0,822.5384969736999
156084,548.1632000000001,275.17,272.99320000000006,900.7166666674008,2047.0,0.3055641937546609,2769.816666667504,162.13333333319994,0.944701194313286,24.0,179.0,8822.738711360982
156290,156.04649999999998,50.3,105.74649999999998,441.0000000009998,1190.0,0.2703862660948679,1573.000000001,58.0,0.9644389944819347,1.0,95.0,5946.083450321807
156340,230.7,96.0,134.7,576.1166666678002,695.0,0.4532366554346859,1158.200000001299,112.91666666649999,0.9111673462967735,4.0,56.0,0.0
156350,31.75,15.25,16.5,1402.3666666648996,1683.0,0.4545218828661216,2822.733333332302,258.6333333326,0.9160653822439995,19.0,43.0,0.0
156561,376.14680000000004,206.15,169.99680000000004,6.449999999800001,106.0,0.057358826143276774,28.2666666665,84.1833333333,0.2513709796936441,3.0,1.0,1753.7106246920985
156676,103.7499,50.0,53.7499,201.55000000010003,136.0,0.5970967264110215,292.13333333340006,45.416666666699996,0.8654520317976995,3.0,26.0,0.0
156712,17.5,10.5,7.0,87.48333333330002,271.0,0.24403737970145004,338.3,20.1833333333,0.9436979868892968,2.0,21.0,0.0
156735,222.5075,105.5,117.0075,5622.099999997498,643.0,0.8973679590109884,5980.716666663406,284.38333333410003,0.9546083329341569,18.0,212.0,2715.935857771002
156831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
157235,99.65,90.0,9.650000000000006,1491.8666666707009,1570.1166666667,0.4872223341087375,3019.233333337199,39.633333333500005,0.9870431314429807,4.0,85.0,0.8888063433000004
157256,269.997,135.0,134.997,609.8000000009002,1555.0,0.28168883961596763,2145.9166666675,14.300000000099999,0.993380293643341,4.0,35.0,1162.0633487700998
157332,294.4944999999999,150.0,144.4944999999999,150.08333333260006,268.0,0.3589794698015466,404.0833333325998,4.0,0.9901980804574053,0.0,38.0,0.0
158964,259.9967,146.0,113.99669999999998,123.66666666659998,98.0,0.5578947368419722,191.91666666650005,28.750000000100002,0.8697129909360634,0.0,16.0,1026.4776592207998
158998,196.7616,95.0,101.76159999999999,260.41666666680004,129.8833333333,0.6672217952004441,351.5000000001,20.899999999999995,0.9438775510204233,0.0,9.0,0.0
159572,142.5,100.0,42.5,992.3499999963998,82.8833333332,0.9229159562264118,1012.5666666630998,11.0,0.9892532647278748,0.0,5.0,0.0
159893,201.53119999999998,94.53999999999999,106.99119999999999,402.1166666674,432.0166666667,0.482077205882789,678.8000000006999,154.2,0.8148859543819084,13.0,10.0,0.0
161309,468.3185,265.85,202.46849999999995,287.78333333229995,286.0,0.5015540128378626,477.2666666654998,96.51666666679998,0.8317890028170207,5.0,52.0,2646.8953905151006
161331,414.7134,240.7,174.0134,478.26666666730046,889.0,0.34979764981257894,1245.0666666672998,117.88333333340007,0.9135086882619762,6.0,78.0,100.04487419169999
162502,243.99669999999998,124.0,119.99669999999998,720.1000000009001,1662.0166666667,0.3022941781471456,2188.783333333899,176.38333333350005,0.9254245648650079,25.0,348.0,801.7156324403995
162850,514.5032000000001,255.0,259.5032000000001,556.8500000008003,621.0,0.4727681793101175,1147.5666666672996,15.183333333400002,0.9869418762989544,0.0,106.0,0.0011329651000000001
162933,12.348099999999999,0.0,12.348099999999999,79.09999999999998,108.0,0.4227685729556387,178.18333333330006,1.9166666666999999,0.9893577642048862,2.0,11.0,0.0
163242,267.22199999999964,135.0,132.22199999999964,2146.283333330001,1180.0,0.6452497031217479,2375.7999999977983,35.1166666666,0.9854343092184993,17.0,133.0,15.167094230599998
163878,98.0,48.0,50.0,6422.266666669509,294.0,0.9562256809338706,6714.0000000028085,2.2666666667,0.9996625109187596,2.0,52.0,0.0
164169,86.0,40.0,46.0,739.7999999987998,426.0,0.6345856922281364,1155.8833333321,9.9166666667,0.9914936810201491,0.0,12.0,0.0
164317,52.8,35.0,17.799999999999997,1361.083333335099,1324.2,0.5068676800092619,2571.9833333354,113.09999999969999,0.957878402284364,3.0,63.0,0.0
164497,0.2489,0.0,0.2489,39.5166666668,1.0,0.9753187988482919,39.5166666668,1.0,0.9753187988482919,0.0,3.0,0.0
164902,15.6,10.0,5.6,501.1833333338001,558.0,0.47317902157345687,1028.8666666671995,30.3166666666,0.9713773190037104,3.0,24.0,0.0
165177,15.991199999999996,0.0,15.991199999999996,115.68333333329997,95.0,0.5490863064630249,210.68333333329997,0.0,1.0,0.0,0.0,0.0
165211,215.0,137.0,78.0,1079.7166666658,721.0,0.5996038614253508,1700.2999999999001,3.9499999999,0.9976822649259789,3.0,26.0,0.0
166288,254.4261,126.0,128.4261,836.2333333326003,807.0,0.5088950646081749,884.6999999993003,755.5166666666,0.5393799599644642,62.0,50.0,0.0009765625
166390,285.3501,144.5,140.8501,466.20000000000005,535.5166666673997,0.46540106151073213,987.1333333341005,14.5833333333,0.9854416584863093,0.0,111.0,0.0
166487,275.99649999999997,135.0,140.99649999999997,148.9499999999999,191.0,0.4381526695102219,339.9499999999999,0.0,1.0,0.0,21.0,0.0
166887,31.549999999999997,20.0,11.549999999999997,106.95,115.0,0.4818652849740933,171.88333333329996,48.716666666699986,0.7791628890902086,4.0,12.0,8.773799999999999e-05
167222,24.472,0.0,24.472,63.81666666699999,69.25,0.47958416833797696,104.81666666699998,19.0,0.8465473145784183,4.0,8.0,0.0
167426,427.1447,217.14999999999998,209.99470000000002,3165.5166666722,2834.0,0.527628614527717,5832.2833333388,106.35000000000001,0.9820918393120915,7.0,102.0,15726.195888501596
167523,361.7325,205.0,156.73250000000002,432.03333333589995,143.0,0.7513187641307257,359.8333333344999,208.2000000014,0.6334722140711356,1.0,6.0,657.5778455742
167683,100.0175,50.0,50.0175,89.33333333339998,5.0,0.9469964664311329,87.28333333339998,7.05,0.9252650176678974,3.0,42.0,33.2767009735
167808,311.7225,190.0,121.72250000000003,339.75000000029996,217.0,0.6102379883253111,434.1333333335999,120.61666666670001,0.7825747333634344,7.0,16.0,6430.514623615702
167971,150.4982,102.0,48.4982,360.8499999987999,145.0,0.7133537609956627,503.81666666549984,2.0333333333,0.9959803630852925,0.0,91.0,0.0
168133,157.0872,82.0,75.0872,509.6000000001998,1193.0,0.29930694232358745,1501.4000000001008,201.20000000009998,0.8818277927874566,6.0,16.0,0.0
168619,155.99749999999995,81.0,74.99749999999995,497.89999999979983,149.0,0.7696707373627361,582.8999999996998,63.483333333400005,0.9017868653790224,5.0,52.0,3227.402013780498
168705,385.9380000000001,200.0,185.9380000000001,740.9166666671008,492.0,0.600946265630421,1173.4333333334994,56.5500000003,0.9540237672594925,0.0,27.0,592.3183679569999
168952,5.9998,0.0,5.9998,2.5166666667,2.0,0.5571955719589875,4.5166666667,0.0,1.0,0.0,0.0,0.0
169243,157.44599999999934,107.66000000000001,49.78599999999933,886.9166666654002,1670.0,0.346869602059449,2547.6833333320023,5.3166666667,0.9979174827000774,1.0,143.0,0.00390625
169249,0.9998,0.0,0.9998,7.9666666667,2.0,0.7993311036796009,9.0166666667,0.95,0.9046822742478104,3.0,2.0,0.0
169438,22.4912,10.0,12.4912,676.8666666649002,45.0,0.937661618027184,706.1666666650001,15.6999999999,0.9782508311785116,3.0,7.0,13818.8620024264
169839,1.75,0.0,1.75,2.1666666667,5.0,0.30232558139859383,0.7666666667,6.4,0.10697674419020012,8.0,0.0,0.0
170124,320.7434,140.0,180.7434,63.48333333320001,217.0,0.22633549230458205,75.38333333330002,205.0999999999,0.2687622556301712,20.0,3.0,5861.882593159704
170423,0.0,0.0,0.0,1052.3833333356,1261.0,0.4549109169115519,2296.100000002299,16.4166666666,0.992900952065246,2.0,43.0,40.4039421082
170693,0.0,0.0,0.0,421.46666666749974,325.0,0.5646155220153113,738.0333333342005,8.4333333333,0.9887023309815702,3.0,28.0,2290.459197999501
170696,288.9609,124.97,163.99089999999998,1138.016666668399,1332.9666666668,0.4605521418602067,2421.7500000016003,40.950000000100005,0.983371908880468,0.0,43.0,1387.1091289518004
170950,7.45,5.0,2.45,606.7666666670996,1189.0,0.3378872533552726,1756.6833333336979,38.500000000099995,0.9785537224609798,1.0,24.0,0.0
171171,275.24299999999994,163.25,111.99299999999994,923.4666666655999,1054.0,0.46699480817178446,1867.3999999989003,102.0666666667,0.9481754789790356,4.0,91.0,0.0
171223,151.4,90.0,61.400000000000006,905.3166666670994,442.0,0.6719405237572027,1347.3166666671,0.0,1.0,0.0,59.0,0.0
171992,261.4964,147.0,114.4964,785.6333333338999,653.0,0.5460969901992103,1425.3166666671998,9.7333333334,0.9932174256413394,5.0,16.0,0.0
172029,140.60420000000002,80.0,60.60420000000002,1971.7333333338024,4338.0,0.31249075502403517,6143.283333333999,159.4499999998,0.9747014522799968,9.0,163.0,1587.3404273987992
172070,7.0,0.0,7.0,268.86666666610006,21.0,0.927552897883943,254.61666666610006,35.25,0.8783923643051901,0.0,2.0,0.0
172696,41.7499,20.0,21.749899999999997,129.03333333319998,351.0,0.2688007777235661,448.3499999999001,29.6833333333,0.9379053064640369,1.0,17.0,3014.9309778076035
172950,0.0,0.0,0.0,257.18333333349995,283.4,0.47575150300617364,502.5833333333001,37.6000000002,0.930394002035997,14.0,113.0,0.0007991791
173125,593.9941000000001,300.0,293.9941000000001,1494.0166666657,1438.0,0.5095525832616433,2814.699999998999,114.71666666670002,0.9608397576309033,6.0,179.0,0.0
173157,25.987799999999993,0.0,25.987799999999993,468.9500000006999,277.0,0.6286614384345598,720.9500000007001,23.0,0.9690839438134574,0.0,5.0,0.0
173272,319.2269,157.23000000000002,161.99689999999998,1619.700000001403,1851.0,0.4666781917194653,3434.4666666680964,35.233333333299996,0.9898454237158009,3.0,160.0,26935.818840022348
173488,7.600000000000001,0.0,7.600000000000001,242.84999999979988,463.0,0.3440532691079815,676.6999999998002,29.15,0.9587022738542067,2.0,73.0,6493.874081632999
173781,4.1388,0.53,3.6087999999999996,829.2999999983996,1051.0,0.441046641492903,1579.5833333324015,295.26666666600005,0.8425118453922972,3.0,7.0,0.0
173990,62.4959,29.0,33.4959,2.7166666667,77.0,0.03407902989795773,53.7166666667,7.0,0.884710403513651,0.0,1.0,0.0
174164,122.2988,50.0,72.2988,417.9999999990003,454.05,0.47933031362820877,830.2833333322997,40.7166666667,0.9532529659394411,4.0,71.0,6.931259155299999
174207,0.0,0.0,0.0,171.04999999949996,535.0,0.24226329580004405,703.7999999995001,2.25,0.9968132568514955,0.0,30.0,0.0
174369,163.59999999999997,100.0,63.599999999999966,105.19999999989999,200.0,0.3446920052422492,250.75000000000006,54.4499999999,0.8215923984275301,3.0,2.0,0.0
174400,156.9997,62.0,94.99969999999999,56.233333333100006,62.0,0.475613194247626,97.84999999969999,20.383333333399996,0.8276007893985885,0.0,2.0,0.0
174428,0.0,0.0,0.0,0.1666666667,0.0,1.0,0.1666666667,0.0,1.0,0.0,4.0,0.0
174518,0.0,0.0,0.0,927.8500000002996,968.0,0.4894110821004578,1732.6833333332,163.08333333379997,0.9139749969227376,4.0,40.0,5270.637166973698
174549,413.4945000000001,200.0,213.49450000000007,1.3833333334,241.0,0.005707213092482787,1.3833333334,0.0,1.0,0.0,4.0,0.0
174643,372.1917,206.7,165.49170000000004,12.883333333400001,60.0,0.1767665218393078,8.533333333400002,64.35,0.11708209467265762,2.0,2.0,256.8108959205
174742,589.2449,284.75,304.49490000000003,449.58333333369984,1143.0,0.2822981528964029,1454.3833333336997,3.2,0.9978045852152541,0.0,41.0,7.306240081900001
174937,135.99729999999997,40.0,95.99729999999997,80.85000000040004,223.0,0.2660852394283153,296.75000000039995,7.1,0.9766332071746234,1.0,27.0,0.2336206436
175237,0.0,0.0,0.0,106.19999999990002,368.0,0.2239561366510384,474.19999999990006,0.0,1.0,0.0,18.0,0.0
175238,462.4945,330.0,132.49450000000002,411.5833333339,1003.0,0.2909572901328319,1208.5333333341996,138.29999999999998,0.8973146887762077,11.0,37.0,6091.1268940431055
175412,249.9997,145.0,104.99969999999999,38.98333333330001,952.1,0.039334062053276365,989.9833333333002,1.0,0.9989909012933281,0.0,8.0,0.0
175490,361.012,195.51999999999998,165.49200000000002,309.8999999992998,632.0,0.32901581908857647,875.2666666660003,58.349999999999994,0.9375011157326794,6.0,41.0,2242.7468967446985
175582,277.999,145.0,132.99900000000002,7.6500000000999995,202.0,0.036489387074153834,2.0,0.0,1.0,0.0,0.0,3.8062858582
175728,122.99969999999999,60.0,62.99969999999999,360.18333333350023,745.4333333333,0.32577596213285803,1056.4500000001003,21.200000000099998,0.980327564608086,0.0,63.0,153.9397544867
176220,1990.5634000000007,1045.0,945.5634000000007,1342.2333333315007,2499.7833333337007,0.3493564577627234,1992.1833333315997,1034.9999999998,0.658098011903102,132.0,136.0,58808.769103961684
176548,122.99629999999995,38.5,84.49629999999995,1056.800000000801,986.0833333333,0.5173080531603553,1675.5666666673997,359.1166666666998,0.8235024287154113,10.0,138.0,1193.4002647400018
176626,79.5003,47.0,32.500299999999996,6.7,35.0,0.1606714628297362,0.0,0.0,0.0,0.0,0.0,0.0
177063,2.2,0.0,2.2,34.4166666668,1.0,0.9717647058824592,28.1666666667,7.250000000099999,0.795294117645006,12.0,10.0,0.0
177125,110.44,52.44,58.0,682.5666666660002,1098.0,0.3833423816385733,1751.4333333328018,29.133333333200003,0.9836381676246078,5.0,14.0,0.0
177331,289.3263,172.32999999999998,116.99630000000002,16.2833333334,72.21666666670002,0.18399246704385988,8.7166666667,14.5666666667,0.37437365783858445,13.0,0.0,0.0
177379,417.64149999999995,205.9,211.74149999999995,30.8833333336,109.0,0.22077922078070622,24.416666667,37.483333333299996,0.3944534194972806,6.0,0.0,1878.4030256254007
177422,56.499,27.0,29.499000000000002,1.6166666667,17.0,0.08683974933019367,1.6166666667,9.0,0.1522762951360996,0.0,3.0,373.5549354511998
177838,480.9859,230.0,250.98590000000002,1366.1500000004985,1502.0,0.4763174868818789,2490.3833333335006,376.90000000030017,0.8685515325190841,2.0,64.0,1427.4087066723998
177902,105.4998,47.5,57.99979999999999,515.0500000018001,1420.0,0.26616883284737913,1899.1833333351,30.866666666700002,0.9840073227809273,3.0,60.0,0.0
178051,369.4913999999999,179.5,189.99139999999989,675.9333333331001,603.0,0.5285133444536254,1163.1666666665008,115.7666666666,0.9094818598832717,1.0,6.0,0.0
178427,78.5,40.0,38.5,112.75000000020006,42.0,0.7285945072701409,131.10000000010004,23.6500000001,0.8471728594502783,6.0,14.0,0.0
178693,41.082399999999986,10.85,30.232399999999984,783.9499999999988,480.0,0.6202381423315791,1244.6166666665993,18.3333333334,0.9854837219736331,2.0,31.0,0.0
179073,342.44050000000004,232.01,110.43050000000005,1221.4333333327008,1082.4333333333,0.5301666763121652,1914.833333333501,353.71666666579995,0.8440780821820507,65.0,269.0,302.5212192529003
179176,649.6886000000001,294.69,354.99860000000007,942.483333334101,718.0,0.5675957803452801,1584.1333333339996,14.5333333334,0.9909090909090534,8.0,150.0,12.448418617
179334,73.9978,70.0,3.997799999999998,503.0499999991001,614.0,0.45033794369052893,1090.1166666657004,26.9166666667,0.975903434693036,3.0,18.0,1534.4648332614001
180077,51.4,50.0,1.3999999999999986,24.366666666600004,75.0,0.24521972492401561,94.68333333330001,4.6833333333,0.9528681650455907,2.0,5.0,0.0
180114,302.2283,129.5,172.7283,3105.233333331604,3419.0,0.47595375190940864,6354.933333331794,136.91666666649996,0.9789094531348482,2.0,119.0,1830.4670743903996
180780,0.0,0.0,0.0,0.1666666667,5.0,0.03225806452237252,5.1666666667,0.0,1.0,0.0,0.0,0.0
180795,19.9632,10.0,9.9632,867.4000000006002,1022.0,0.4590875410184845,1803.083333333999,84.4166666666,0.9552759381898951,3.0,90.0,0.0
180954,0.0,0.0,0.0,34.4166666664,36.0,0.488757396447768,70.4166666664,0.0,1.0,0.0,20.0,0.0
180971,211.84,117.94000000000001,93.89999999999999,1198.2000000005994,1513.0,0.4419445264090936,2703.816666667202,7.2000000001,0.99734416977637,4.0,45.0,0.0
181696,0.0,0.0,0.0,1009.6666666683993,489.1166666667,0.6736575222128235,1485.2833333350009,4.3833333333999995,0.997057507272279,0.0,37.0,74.2919702524
181922,81.45,51.7,29.75,252.71666666729993,330.0333333333,0.43366223366287393,568.7166666672999,5.0,0.9912848967260358,0.0,98.0,0.0
182036,0.0,0.0,0.0,0.5166666667,0.0,1.0,0.5166666667,0.0,1.0,0.0,0.0,0.0
182092,477.5239,235.8,241.72390000000001,1709.6999999969987,3505.6666666666997,0.3278197122601745,4971.633333330287,206.8166666667,0.9600620520296961,14.0,186.0,0.0
182789,78.36,78.36,0.0,3286.299999995602,3505.0333333333,0.48389614214161375,6667.7999999954945,105.80000000009998,0.9843805361993373,3.0,116.0,0.0
182905,39.6872,8.0,31.687199999999997,361.09999999970046,42.15,0.8954742715436298,373.56666666660055,28.5333333331,0.929039210810442,11.0,40.0,0.0
183149,73.2475,42.0,31.247500000000002,281.64999999990005,372.1333333333,0.43080021413815606,649.6499999998997,4.0,0.9938805170963044,1.0,15.0,0.0
183292,4.9,0.0,4.9,504.9999999987001,793.0,0.3890600924493111,1257.9666666652997,29.3500000001,0.977200636983807,7.0,42.0,0.0
183747,254.56689999999998,128.0,126.56689999999998,253.9833333318,263.3833333333,0.4909155337914486,482.2999999985,34.4333333333,0.9333634369757408,2.0,20.0,0.0
183877,252.99939999999998,100.0,152.99939999999998,214.5999999993001,277.0,0.43653376728967785,418.9166666663,65.0666666663,0.8655601088197282,1.0,7.0,0.0
184070,511.49700000000007,186.0,325.49700000000007,1337.5166666665018,2088.0,0.3904569140421346,3383.6333333331963,19.450000000000003,0.9942845948527069,2.0,94.0,0.0009326935
184649,0.0,0.0,0.0,622.2833333309003,1429.0,0.30336293539733905,1929.3999999981002,121.88333333280005,0.9405819121364943,3.0,84.0,1579.265854836998
